"";"CIDENTIT";"BPOLICFA";"BPARENTE";"BQUELGRA";"SEXE";"AGE";"STATUT";"PROFCONJ";"NOMBENF";"DIPLOME";"ENFANCE";"ANTECED";"PAOUGA";"CHOIXPA";"EMPLANT";"PROFPERE";"PROFMERE";"DATEPOL";"INFOANT";"CONTANT";"NATCONT";"INFOCONC";"AUTCONC";"QUELCONC";"CONCREUS";"INFOPOST";"ACTIPOST";"RAISENT";"AUTCHOIX";"DELINQ";"VIGILANT";"NOIRSANC";"NOIRFRIC";"NOIREMPL";"NOIRCHOM";"PLAITMET";"DEPLAIT";"COMAUT";"MOTIFAUT";"RASPEUR";"MISPREM";"SORTECOL";"SPORTEVE";"QUARTDIF";"PREMQUAL";"PREMDEF";"ORDREINI";"FORCRECA";"FORCAV";"FORCPROT";"FORCRESP";"ARMRECAL";"ARMVEHIC";"ARMPROT";"ARMRESP";"IMAGDLP";"IMAINSP";"IMPORMET";"PAVAGUES";"EFFIREGL";"RESPMISS";"SECINTER";"AGRESSIV";"PUBOPIN";"CRITPUB";"CRITPERS";"CAUSCRIT";"INFOPUB";"MEDIAIMA";"CONSENT";"RAISCONS";"PORTUNIF";"FUTURMET";"MUTATION";"SPECIALI";"POSEVALI";"ENVCONC";"REALICAR";"CONCULT";"PROBCONF";"ATTENSUP";"QUALSUP";"FAUTCOLL";"SITUEXTR";"EVOLIMAG";"POLMUNIC";"SECUPRIV";"EMPLMUNI";"DEONTOL";"ATTFORM";"FORMCOM";"COMPRIS";"COMSOC";"COMGEND";"COMMAGIS";"COMEDUC";"COMTRAV";"COMPROF";"ATTPROF";"MIEUPREP";"BONFORM";"RAISBONN";"SORTIE";"FORMCAR";"AUTSTAG";"STAGJUST";"STAGSOC";"STAGPRIS";"STAGREIN";"STAGPOL";"STAGFIRM";"STAGGEND";"STAGACTI";"GRCONJ";"GRIND";"GRPERE";"GRMERE";"profconj";"conj_pol";"emplant";"profpere";"profmere";"mere_pol";"pere_pol";"ant_pol";"cont_ami";"cont_fam";"cont_aut";"exp_ant";"contant";"par_pol"
"653";2117;"non";"non concerné";"non concerné";"masculin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"BP, BEP";"dans une ville petite ou moyenne en métropole";"détenteur d'un emploi";"non concerné";"non concerné";"Employés de commerce";"Ouvriers qualifiés de type industriel";"Employés administratifs d'entreprise";"lycée";"non";"un ou des policiers";"un ami personnel ou de votre famille";"publicité";"non";"non concerné";"non concerné";"non";"vous avez continué à travailler (emploi, stage, intérim)";"parce qu'on a la sécurité de l'emploi";"non";"à la détérioration de la situation économique et sociale";"les immigrés";"tout à fait d'accord";"pas du tout d'accord";"pas du tout d'accord";"tout à fait d'accord";"on a beaucoup de contacts humains";"on est mal vu";"oui";"métier comme un autre";"rassurer les honnêtes gens";"faire respecter la loi";"une tâche comme une autre";"aux organisateurs de prendre les mesures nécessaires";"multiplie les patrouilles";"d'être honnête";"d'être trop indulgent";"je prendrai des initiatives";"oui";"non";"oui";"oui";"non";"non";"oui";"non";"le spécialiste de la voie publique";"je ne sais pas ce qu'il fait";"de pouvoir compter sur les collègues";"d'accord avec lui";"rarement";"mener à bien la mission";"sont à moduler selon les situations";"plutôt pas d'accord";"plutôt indifférente";"inefficacité";"tendance à parler aux gens comme s'ils étaient délinquants";"l'influence des médias (presse, télévision, radio)";"oui, parce que c'est normal dans un régime démocratique";"plutôt défavorable";"non";"non réponse";"vous est indifférent";"vous ne répondrez pas précisément";"oui";"oui";"non";"oui";"oui";"inspecteur";"la famille";"qu'ils vous associent à leurs décisions";"qu'il ait la capacité à commander";"éviter que le public sache";"oui";"s'est plutôt dégradée";"c'est un renfort appréciable";"utile, la police ne peut pas tout faire";"privé";"un ensemble de normes professionnelles";"des techniques policières";"oui";"non";"non";"oui";"oui";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"non réponse";"Pas de conjoint";"Employés";"Ouvriers";"Employés";36;"Non";20;31;26;"Non";"Non";"Non";"Oui";"Non";0;"Non";1;"Non"
"654";2118;"oui";"oncle, tante, cousins, aïeux";"gardiens et gradés";"masculin";"moins de 21 ans";"célibataire vivant en couple";"Employés civils et agents de service de la fonction publique";"aucun";"aucun";"dans une ville petite ou moyenne en métropole";"détenteur d'un emploi";"P.A.";"curiosité à l'égard du métier";"Employés de commerce";"Contremaîtres, agents de maîtrise";"Cadres de la fonction publique, professions intellectuelles ";"lycée";"oui";"un ou des policiers";"un voisin";"relations policiers ou non (famille, parents...)";"oui";"autres concours administratifs civils";"échec";"oui";"vous avez effectué votre service national";"parce qu'on est utile";"oui";"à la détérioration de la situation économique et sociale";"autres (généralement ""tous"")";"pas vraiment d'accord";"pas vraiment d'accord";"pas vraiment d'accord";"pas vraiment d'accord";"on se trouve dans des situations variées";"c'est dangereux";"non";"métier différent pour plusieurs raisons (mais le risque préd";"rassurer les honnêtes gens";"prévenir la délinquance";"une charge anormale qui devrait être confiée à d'autres";"une responsabilité importante de la police";"multiplie les patrouilles";"d'être observateur";"d'être malhonnête";"je prendrai des initiatives";"oui";"non";"oui";"non";"non";"non";"oui";"non";"le spécialiste de la voie publique";"un spécialiste de la police judiciaire";"de faire un travail intéressant";"pas d'accord avec lui";"rarement";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt défavorable";"inefficacité";"manque de courtoisie, politesse";"l'influence des médias (presse, télévision, radio)";"oui, parce que c'est normal dans un régime démocratique";"plutôt défavorable";"oui";"oui pour emploi, conditions de travail, carrière";"vous plaît";"gardien de la paix";"oui";"oui";"oui";"oui";"oui";"inspecteur";"les amis";"qu'ils vous associent à leurs décisions";"qu'il ait la capacité à commander";"éviter que le public sache";"oui";"s'est plutôt améliorée";"c'est normal que les maires se préoccupent de sécurité dans ";"utile, la police ne peut pas tout faire";"privé";"un ensemble de normes professionnelles";"des techniques policières";"non";"oui";"non";"oui";"oui";"oui";"non";"non";"une solide expérience professionnelle";"faire du maintien de l'ordre";"oui";"non concerné";"en CRS";"vous tenir au courant de l'évolution de la législation et de";"pendant la formation initiale";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"Employés";"Employés";"Professions intermédiaires";"Cadres et professions intellectuelles supérieures";17;"Non";20;21;8;"Non";"Non";"Non";"Non";"Non";1;"Oui";1;"Non"
"655";2119;"non";"non concerné";"non concerné";"masculin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat technique";"dans une grande ville de province en métropole";"au service national comme appelé";"non concerné";"non concerné";"Pas d'emploi antérieur";"Ouvriers qualifiés de type industriel";"Inactifs divers (autres que retraités)";"lycée";"oui";"ni policiers, ni gendarmes";"non réponse";"publicité";"oui";"autres concours administratifs civils";"échec";"non";"vous avez effectué votre service national";"parce qu'on a la sécurité de l'emploi";"oui";"à l'afflux d'immigrés";"autres (généralement ""tous"")";"pas vraiment d'accord";"plutôt d'accord";"pas vraiment d'accord";"pas du tout d'accord";"on a des responsabilités";"on n'a pas de vie de famille";"non";"métier différent pour plusieurs raisons (mais le risque préd";"rassurer les honnêtes gens";"secourir les personnes en danger";"une tâche comme une autre";"à la police d'assurer le service d'ordre";"multiplie les patrouilles";"d'être discipliné";"d'être indiscipliné";"je m'en tiendrai aux ordres reçus";"non";"non";"oui";"oui";"non";"non";"oui";"non";"l'homme à tout faire de la Police Nationale";"un cadre";"de travailler dans une bonne ambiance";"d'accord avec lui";"souvent";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt d'accord";"plutôt défavorable";"manque de courtoisie, politesse";"injustice, favoritisme";"les missions de la police par nature";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"non";"ne conseille pas";"vous gêne un peu";"fonctionnaire de police";"oui";"oui";"oui";"oui";"oui";"inspecteur";"la famille";"qu'ils vous associent à leurs décisions";"qu'il soit près de ses hommes";"éviter que le public sache";"oui";"n'a pas changé";"c'est un renfort appréciable";"utile, la police ne peut pas tout faire";"ni l'une, ni l'autre";"un instrument de contrôle supplémentaire";"des techniques policières";"non";"non";"oui";"oui";"non";"non";"non";"non";"une solide expérience professionnelle";"surveiller, patrouiller, contrôler, verbaliser";"non";"à cause de la variété des tâches, des circonstances, des pub";"en Police Urbaine";"acquérir une spécialisation";"pendant la formation continue";"non";"oui";"oui";"non";"oui";"non";"oui";"non";"Pas de conjoint";"Pas d'emploi antérieur";"Ouvriers";"Inactifs";36;"Non";38;31;40;"Non";"Non";"Non";NA;NA;NA;"Non";0;"Non"
"656";2121;"oui";"oncle, tante, cousins, aïeux";"gardiens et gradés";"masculin";"moins de 21 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat technique";"dans une grande ville de province en métropole";"au service national comme appelé";"P.A.";"anticipation de carrière";"Pas d'emploi antérieur";"Employés civils et agents de service de la fonction publique";"Inactifs divers (autres que retraités)";"lycée";"oui";"un ou des policiers";"un ami personnel ou de votre famille";"relations policiers ou non (famille, parents...)";"non";"non concerné";"non concerné";"oui";"vous avez effectué votre service national";"parce qu'on contribue au maintien de l'ordre public";"non";"à la tolérance de la justice";"les drogués";"tout à fait d'accord";"pas vraiment d'accord";"pas du tout d'accord";"plutôt d'accord";"on a beaucoup de contacts humains";"on n'a pas assez d'autonomie";"non";"métier différent à cause des contraintes professionnelles";"faire peur aux délinquants";"faire respecter la loi";"une tâche comme une autre";"à la police d'assurer le service d'ordre";"multiplie les patrouilles";"d'être honnête";"d'être malhonnête";"je prendrai des initiatives";"oui";"non";"non";"non";"non";"non";"non";"non";"le spécialiste de la voie publique";"un spécialiste de la police judiciaire";"de faire un travail intéressant";"pas d'accord avec lui";"rarement";"respecter scurpuleusement le règlement";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt favorable";"inefficacité";"application pointilleuse des réglements";"l'influence des médias (presse, télévision, radio)";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"oui";"oui pour nature et activités du travail";"vous plaît";"policier";"oui";"oui";"non";"oui";"oui";"inspecteur";"la hiérarchie";"qu'ils vous associent à leurs décisions";"qu'il soit près de ses hommes";"appliquer le règlement et le sanctionner";"oui";"n'a pas changé";"c'est un renfort appréciable";"dangereux car ils ne sont pas formés";"municipale";"un ensemble de normes professionnelles";"des rencontres avec des policiers de terrain ou des récits s";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"une solide expérience professionnelle";"accueillir, écouter, renseigner les gens";"non";"par manque d'expérience du terrain";"en Police Urbaine";"remettre à jour des connaissances oubliées";"pendant la formation continue";"oui";"oui";"oui";"oui";"oui";"non";"oui";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Employés";"Inactifs";36;"Non";38;23;40;"Non";"Non";"Non";"Oui";"Non";0;"Oui";1;"Non"
"657";2123;"non";"non concerné";"non concerné";"masculin";"moins de 21 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"BEPC";"dans une ville petite ou moyenne en métropole";"détenteur d'un emploi";"G.A.";"curiosité à l'égard du métier";"Ouvriers qualifiés de la manutention, du magasinage et du tr";"Commerçants et assimilés";"Inactifs divers (autres que retraités)";"enfance";"oui";"un ou des policiers";"un ami personnel ou de votre famille";"relations policiers ou non (famille, parents...)";"non";"non concerné";"non concerné";"oui";"vous avez continué à travailler (emploi, stage, intérim)";"parce qu'on contribue au maintien de l'ordre public";"non";"à la détérioration de la situation économique et sociale";"les jeunes";"pas vraiment d'accord";"pas vraiment d'accord";"pas vraiment d'accord";"pas du tout d'accord";"on a beaucoup de contacts humains";"on s'ennuie, c'est monotone";"non";"métier différent à cause des contraintes professionnelles";"faire peur aux délinquants";"faire respecter la loi";"une tâche comme une autre";"aux organisateurs de prendre les mesures nécessaires";"multiplie les patrouilles";"non réponse";"d'être trop indulgent";"je prendrai des initiatives";"oui";"non";"oui";"non";"non";"non";"oui";"oui";"l'homme à tout faire de la Police Nationale";"un spécialiste de la police judiciaire";"de faire un travail intéressant";"pas d'accord avec lui";"rarement";"respecter scurpuleusement le règlement";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt favorable";"brutalité";"injustice, favoritisme";"l'influence des médias (presse, télévision, radio)";"oui, parce que c'est normal dans un régime démocratique";"plutôt défavorable";"oui";"oui pour nature et activités du travail";"vous est indifférent";"policier";"oui";"oui";"oui";"oui";"oui";"BCT (concours de recrutement des brigadiers)";"la hiérarchie";"qu'ils vous laissent prendre des initiatives";"qu'il soit près de ses hommes";"appliquer le règlement et le sanctionner";"oui";"n'a pas changé";"c'est normal que les maires se préoccupent de sécurité dans ";"normal que chacun protège ses biens";"municipale";"un ensemble de normes professionnelles";"des techniques policières";"oui";"oui";"oui";"oui";"oui";"oui";"non";"oui";"des connaissances techniques et juridiques";"prêter assistance";"oui";"non concerné";"en CRS";"vous tenir au courant de l'évolution de la législation et de";"pendant la formation continue";"oui";"oui";"oui";"non réponse";"oui";"non";"oui";"oui";"Pas de conjoint";"Ouvriers";"Artisans, commerçants, chefs d'entreprise";"Inactifs";36;"Non";28;5;40;"Non";"Non";"Non";"Oui";"Non";0;"Oui";1;"Non"
"658";2125;"non";"non concerné";"non concerné";"masculin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat d'enseignement général";"dans un DOM ou TOM";"au service national comme appelé";"non concerné";"non concerné";"Pas d'emploi antérieur";"Commerçants et assimilés";"Professions intermédiaires administratives et commerciales d";"lycée";"oui";"un ou des policiers";"un membre de votre famille";"recherche personnelle (démarche)";"oui";"autres concours Police Nationale (équivalents ou supérieurs)";"échec";"non";"vous avez effectué votre service national";"pour le déroulement de carrière";"oui";"à la détérioration de la situation économique et sociale";"les trafiquants de drogue";"pas vraiment d'accord";"plutôt d'accord";"pas vraiment d'accord";"plutôt d'accord";"on a des responsabilités";"on s'use nerveusement";"non";"métier différent à cause des contraintes professionnelles";"rassurer les honnêtes gens";"secourir les personnes en danger";"une tâche comme une autre";"aux organisateurs de prendre les mesures nécessaires";"multiplie les patrouilles";"d'être honnête";"d'être passif";"je prendrai des initiatives";"oui";"oui";"oui";"non";"oui";"oui";"oui";"non";"l'homme à tout faire de la Police Nationale";"un spécialiste de la police judiciaire";"de travailler dans une bonne ambiance";"pas d'accord avec lui";"souvent";"mener à bien la mission";"sont à moduler selon les situations";"plutôt pas d'accord";"plutôt indifférente";"tendance à parler aux gens comme s'ils étaient délinquants";"injustice, favoritisme";"le comportement de certains policiers";"oui, parce que c'est normal dans un régime démocratique";"plutôt défavorable";"oui";"oui pour emploi, conditions de travail, carrière";"vous gêne un peu";"policier";"oui";"oui";"oui";"oui";"oui";"inspecteur";"la famille";"qu'ils vous laissent prendre des initiatives";"qu'il soit près de ses hommes";"appliquer le règlement et le sanctionner";"oui";"s'est plutôt améliorée";"c'est le signe que la police nationale n'arrive plus à rempl";"dangereux car ils ne sont pas formés";"privé";"un instrument de contrôle supplémentaire";"des renseignements sur l'organisation et le fonctionnement d";"oui";"oui";"oui";"oui";"oui";"non";"oui";"non";"une solide expérience professionnelle";"surveiller, patrouiller, contrôler, verbaliser";"oui";"non concerné";"en Police Urbaine";"vous tenir au courant de l'évolution de la législation et de";"pendant la formation continue";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Artisans, commerçants, chefs d'entreprise";"Professions intermédiaires";36;"Non";38;5;19;"Non";"Non";"Non";"Non";"Oui";0;"Non";1;"Non"
"659";2126;"oui";"oncle, tante, cousins, aïeux";"gardiens et gradés";"masculin";"entre 21 et 25 ans";"célibataire vivant en couple";"Pas de conjoint";"un";"aucun";"dans une ville petite ou moyenne en métropole";"détenteur d'un emploi";"non concerné";"non concerné";"Ouvriers non qualifiés de type industriel";"Contremaîtres, agents de maîtrise";"Personnels des services directs aux particuliers";"service militaire";"oui";"des policiers et des gendarmes";"une connaissance lointaine";"publicité";"non";"non concerné";"non concerné";"oui";"vous avez continué à travailler (emploi, stage, intérim)";"parce qu'on est utile";"non";"à la détérioration de la situation économique et sociale";"les jeunes";"pas vraiment d'accord";"plutôt d'accord";"plutôt d'accord";"pas du tout d'accord";"on se trouve dans des situations variées";"c'est dangereux";"oui";"métier comme un autre";"rassurer les honnêtes gens";"secourir les personnes en danger";"une tâche comme une autre";"une responsabilité importante de la police";"multiplie les patrouilles";"d'être observateur";"de coller aux ordres";"je prendrai des initiatives";"non";"non";"non";"non";"non";"non";"oui";"non";"le spécialiste de la voie publique";"un supérieur";"de faire un travail intéressant";"d'accord avec lui";"souvent";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt favorable";"interventions autoritaires non légitimes";"manque de courtoisie, politesse";"le comportement de certains policiers";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"oui";"oui pour emploi, conditions de travail, carrière";"vous plaît";"gardien de la paix";"oui";"oui";"non";"oui";"oui";"inspecteur";"la hiérarchie";"qu'ils vous laissent prendre des initiatives";"qu'il soit près de ses hommes";"appliquer le règlement et le sanctionner";"oui";"s'est plutôt améliorée";"c'est un renfort appréciable";"dangereux car ils ne sont pas formés";"ni l'une, ni l'autre";"un ensemble de normes professionnelles";"des connaissances administratives et juridiques";"oui";"non";"oui";"oui";"non";"oui";"oui";"non";"une solide expérience professionnelle";"surveiller, patrouiller, contrôler, verbaliser";"oui";"non concerné";"en Police Urbaine";"aborder des situations ou des technologies nouvelles";"pendant la formation initiale";"oui";"oui";"non";"oui";"oui";"non";"non";"oui";"Pas de conjoint";"Ouvriers";"Professions intermédiaires";"Employés";36;"Non";30;21;28;"Non";"Non";"Non";"Non";"Non";1;"Non";2;"Non"
"660";2128;"oui";"oncle, tante, cousins, aïeux";"gardiens et gradés";"masculin";"entre 26 et 30 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat technique";"dans un DOM ou TOM";"détenteur d'un emploi";"non concerné";"non concerné";"Employés administratifs d'entreprise";"Employés civils et agents de service de la fonction publique";"Inactifs divers (autres que retraités)";"orientation ultérieure (après service militaire)";"non";"un ou des policiers";"un membre de votre famille";"publicité";"oui";"autres concours administratifs civils";"échec";"non";"vous avez continué à travailler (emploi, stage, intérim)";"parce qu'on a la sécurité de l'emploi";"oui";"à la détérioration de la situation économique et sociale";"les trafiquants de drogue";"plutôt d'accord";"plutôt d'accord";"plutôt d'accord";"pas vraiment d'accord";"on a des responsabilités";"c'est dangereux";"oui";"métier comme un autre";"rassurer les honnêtes gens";"faire respecter la loi";"une tâche comme une autre";"à la police d'assurer le service d'ordre";"multiplie les patrouilles";"d'être honnête";"d'être passif";"je m'en tiendrai aux ordres reçus";"oui";"non";"non";"non";"non";"non";"non";"non";"un simple exécutant";"un cadre";"de pouvoir compter sur les collègues";"pas d'accord avec lui";"jamais";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt défavorable";"inefficacité";"tendance à parler aux gens comme s'ils étaient délinquants";"l'influence des médias (presse, télévision, radio)";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"non";"ne conseille pas";"vous est indifférent";"vous ne répondrez pas précisément";"oui";"oui";"oui";"oui";"oui";"officier de paix";"la famille";"qu'ils vous associent à leurs décisions";"qu'il ait le sens du dialogue avec ses subordonnés";"appliquer le règlement et le sanctionner";"oui";"s'est plutôt améliorée";"c'est normal que les maires se préoccupent de sécurité dans ";"utile, la police ne peut pas tout faire";"ni l'une, ni l'autre";"un règlement comme un autre";"des connaissances administratives et juridiques";"oui";"oui";"oui";"oui";"oui";"oui";"non";"non";"des qualités pédagogiques";"prêter assistance";"oui";"non concerné";"en Police Urbaine";"acquérir une spécialisation";"inutiles";"oui";"oui";"oui";"non";"oui";"non";"oui";"oui";"Pas de conjoint";"Employés";"Employés";"Inactifs";36;"Non";19;23;40;"Non";"Non";"Non";"Non";"Oui";0;"Non";1;"Non"
"661";2130;"non";"non concerné";"non concerné";"masculin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"BP, BEP";"dans une ville petite ou moyenne en métropole";"détenteur d'un emploi";"P.A.";"anticipation de carrière";"Pas d'emploi antérieur";"Ouvriers qualifiés de type artisanal";"Inactifs divers (autres que retraités)";"enfance";"oui";"des policiers et des gendarmes";"une connaissance lointaine";"publicité";"non";"non concerné";"non concerné";"oui";"vous avez continué à travailler (emploi, stage, intérim)";"parce qu'on est utile";"non";"à la détérioration de la situation économique et sociale";"les jeunes";"plutôt d'accord";"pas du tout d'accord";"tout à fait d'accord";"pas vraiment d'accord";"on a beaucoup de contacts humains";"on est mal vu";"non";"métier différent à cause des missions et des tâches particul";"rassurer les honnêtes gens";"secourir les personnes en danger";"une tâche comme une autre";"une responsabilité importante de la police";"multiplie les patrouilles";"d'être honnête";"d'être malhonnête";"je prendrai des initiatives";"oui";"non";"oui";"non";"non";"non";"oui";"non";"la vitrine de la police";"un collègue";"de respecter le règlement";"pas d'accord avec lui";"rarement";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt défavorable";"interventions autoritaires non légitimes";"brutalité";"le comportement de certains policiers";"oui, parce que c'est normal dans un régime démocratique";"plutôt défavorable";"oui";"oui pour fonction sociale (utilité, sécurité)";"vous plaît";"gardien de la paix";"oui";"non";"oui";"oui";"oui";"inspecteur";"la hiérarchie";"qu'ils vous associent à leurs décisions";"qu'il ait la capacité à commander";"appliquer le règlement et le sanctionner";"oui";"s'est plutôt dégradée";"c'est un renfort appréciable";"dangereux car ils ne sont pas formés";"non réponse";"un ensemble de normes professionnelles";"des connaissances administratives et juridiques";"oui";"non";"non";"oui";"oui";"non";"non";"non";"une solide expérience professionnelle";"surveiller, patrouiller, contrôler, verbaliser";"oui";"non concerné";"en Police Urbaine";"vous tenir au courant de l'évolution de la législation et de";"inutiles";"non concerné";"non concerné";"non concerné";"non concerné";"non concerné";"non concerné";"non concerné";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Ouvriers";"Inactifs";36;"Non";38;32;40;"Non";"Non";"Non";"Non";"Non";1;"Oui";2;"Non"
"662";2131;"non";"non concerné";"non concerné";"masculin";"entre 26 et 30 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat technique";"dans un DOM ou TOM";"au chômage";"non concerné";"non concerné";"Ouvriers qualifiés de type artisanal";"Ouvriers agricoles";"Inactifs divers (autres que retraités)";"reconversion (après vie active)";"oui";"un ou des policiers";"un ami personnel ou de votre famille";"publicité";"oui";"autres concours administratifs civils";"échec";"oui";"vous vous êtes inscrit au chômage ou vous y étiez déjà";"parce qu'on est utile";"oui";"à la détérioration de la situation économique et sociale";"les jeunes";"pas du tout d'accord";"plutôt d'accord";"tout à fait d'accord";"pas du tout d'accord";"on peut prendre des initiatives";"on est mal vu";"non";"métier différent à cause des contraintes professionnelles";"rassurer les honnêtes gens";"secourir les personnes en danger";"une tâche comme une autre";"une responsabilité importante de la police";"multiplie les patrouilles";"d'être ouvert aux autres";"de coller aux ordres";"je prendrai des initiatives";"oui";"non";"oui";"oui";"non";"non";"oui";"non";"la vitrine de la police";"un spécialiste de la police judiciaire";"de faire un travail intéressant";"pas d'accord avec lui";"rarement";"respecter scurpuleusement le règlement";"sont à moduler selon les situations";"plutôt d'accord";"plutôt défavorable";"interventions autoritaires non légitimes";"brutalité";"le comportement de certains policiers";"oui, parce que c'est normal dans un régime démocratique";"plutôt défavorable";"oui";"oui pour d'autres raisons et réponses inclassables";"vous gêne un peu";"fonctionnaire de police";"oui";"oui";"non";"oui";"oui";"inspecteur";"les syndicats";"qu'ils vous associent à leurs décisions";"qu'il ait le sens du dialogue avec ses subordonnés";"éviter que le public sache";"oui";"s'est plutôt dégradée";"c'est un renfort appréciable";"dangereux car ils ne sont pas formés";"municipale";"un ensemble de normes professionnelles";"des renseignements sur l'organisation et le fonctionnement d";"oui";"oui";"non";"non";"non";"oui";"non";"non";"des qualités pédagogiques";"accueillir, écouter, renseigner les gens";"oui";"non concerné";"à la Police de l'Air et des Frontières";"avoir une promotion";"pendant la formation continue";"oui";"oui";"oui";"oui";"oui";"oui";"non";"oui";"Pas de conjoint";"Ouvriers";"Ouvriers";"Inactifs";36;"Non";26;38;40;"Non";"Non";"Non";"Oui";"Non";0;"Non";1;"Non"
"663";2132;"oui";"oncle, tante, cousins, aïeux";"officiers et inspecteurs";"masculin";"moins de 21 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"aucun";"à la campagne en métropole";"au service national comme appelé";"P.A.";"curiosité à l'égard du métier";"Pas d'emploi antérieur";"Chauffeurs";"Inactifs divers (autres que retraités)";"service militaire";"oui";"un ou des policiers";"une connaissance lointaine";"relations policiers ou non (famille, parents...)";"non";"non concerné";"non concerné";"oui";"vous avez effectué votre service national";"parce qu'on est utile";"oui";"à l'afflux d'immigrés";"les trafiquants de drogue";"tout à fait d'accord";"plutôt d'accord";"pas du tout d'accord";"plutôt d'accord";"on se trouve dans des situations variées";"on n'a pas assez d'autonomie";"non";"métier différent à cause des contraintes professionnelles";"rassurer les honnêtes gens";"faire respecter la loi";"une tâche comme une autre";"une responsabilité importante de la police";"multiplie les patrouilles";"d'être honnête";"d'être indiscipliné";"je prendrai des initiatives";"oui";"oui";"oui";"non";"non";"non";"oui";"non";"le spécialiste de la voie publique";"un spécialiste de la police judiciaire";"de travailler dans une bonne ambiance";"pas d'accord avec lui";"souvent";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt favorable";"injustice, favoritisme";"tendance à parler aux gens comme s'ils étaient délinquants";"le comportement de certains policiers";"oui, parce que c'est normal dans un régime démocratique";"plutôt défavorable";"oui";"oui pour nature et activités du travail";"vous plaît";"policier";"oui";"oui";"oui";"oui";"oui";"inspecteur";"la famille";"qu'ils vous associent à leurs décisions";"qu'il soit près de ses hommes";"appliquer le règlement et le sanctionner";"oui";"s'est plutôt améliorée";"c'est normal que les maires se préoccupent de sécurité dans ";"normal que chacun protège ses biens";"privé";"un règlement comme un autre";"des rencontres avec des policiers de terrain ou des récits s";"oui";"oui";"non";"oui";"oui";"oui";"non";"non";"une solide expérience professionnelle";"accueillir, écouter, renseigner les gens";"oui";"non concerné";"en Police Urbaine";"vous tenir au courant de l'évolution de la législation et de";"pendant la formation continue";"oui";"non";"non";"oui";"oui";"non";"oui";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Ouvriers";"Inactifs";36;"Non";38;33;40;"Non";"Non";"Non";"Non";"Non";1;"Oui";1;"Non"
